v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn,,,
ham,cours math one day one chapter one month finish,,,
ham,wow think common take back ur freak unless u chop,,,
spam,ur chanc win å NUMBER wkli shop spree txt shop NUMBER c url txt NUMBER shop com custcar NUMBER 1x150p wk,,,
ham,noooooooo pleas last thing need stress life fair,,,
spam,u secret admir look NUMBER make contact u find r reveal think ur special call NUMBER stopsm 08718727870150ppm,,,
spam,mila age23 blond new uk look sex uk guy u like fun text mtalk NUMBER NUMBER 30pp txt 1st 5free å NUMBER NUMBER increment help08718728876,,,
ham,see swing bit got thing take care firsg,,,
ham,want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya,,,
ham,finish work yet someth,,,
ham,tomorrow go theatr come wherev u call tell come tomorrow,,,
spam,well done england get offici poli rington colour flag yer mobil text tone flag NUMBER opt txt eng stop box39822 w111wx å NUMBER NUMBER,,,
ham,right wasnt phone someon number like,,,
ham,ok wun b angri msg u aft come home tonight,,,
ham,good time nice someth bit differ weekend chang see ya soon,,,
ham,yo sorri shower sup,,,
ham,carlo pick swing usf littl bit,,,
ham,full heat pa appli oil pa,,,
ham,stuck da middl da row da right hand side da lt,,,
ham,laid airtel line rest,,,
ham,hi u decid wot NUMBER get NUMBER bday ill prob ju get voucher frm virgin sumf,,,
spam,freemsg txt call NUMBER claim reward NUMBER hour talk time use phone subscribe6gbp mnth inc 3hr NUMBER stop txtstop,,,
ham,hey j r u feel better," hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx\""""",,
ham,plan stay night prolli back til late,,,
ham,thanx NUMBER puttin da fone,,,
ham,need 8th campu atm could pick hour two,,,
ham,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch,,,
ham,run manag NUMBER minut need oxygen might resort roller option,,,
ham,live next lt gt min,,,
ham,de ask like,,,
ham,glad talk,,,
ham,wat time ì_ finish,,,
ham,sorri da gone mad mani pend work,,,
ham,much got clean,,,
ham,how favourit person today r u workin hard sleep last nite nearli rang u NUMBER NUMBER,,,
spam,sunshin quiz win super soni dvd record cannam capit australia text mquiz NUMBER b,,,
ham,ìï call dad oredi,,,
ham,good think could send pix would love see top bottom,,,
ham,nvm go wear sport shoe anyway go late leh,,,
ham,sorri call later meet,,,
ham,long fuckin showr,,,
ham,receiv understood n act upon,,,
ham,final came fix ceil,,,
ham,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi,,,
ham,ju finish blow hair u finish dinner alreadi,,,
ham,bu love,,,
ham,lol knew saw dollar store,,,
spam,pleas call custom servic repres NUMBER NUMBER NUMBER 10am 9pm guarante å NUMBER cash å NUMBER prize,,,
spam,today voda number end NUMBER select receiv å NUMBER reward match pleas call NUMBER quot claim code NUMBER standard rate appli,,,
ham,saturday sunday holiday difficult,,,
ham,everybodi fun even miss,,,
ham,got hella ga money want go grand natur adventur galileo littl bit,,,
ham,meet call later,,,
ham,oh wow that gay firmwar updat help,,,
ham,move morphin,,,
ham,come din c ì_ yup cut hair,,,
ham,k k pa lunch aha,,,
ham,oh ho first time u use type word,,,
ham,captain vijaykanth comedi captain tv drunken,,,
ham,cours guess god got hold right,,,
ham,hide anythi keep distanc,,,
ham,havent,,,
spam,rip get mobil content url clubmobi com call NUMBER poli true pix rington game six download NUMBER,,,
ham,sorri din lock keypad,,,
ham,u got person stori,,,
ham,plan come chennai,,,
spam,tri contact repli offer video phone NUMBER anytim network min half price line rental camcord repli call NUMBER,,,
ham,god creat gap btwn ur finger dat sum1 vri special fill gap hold ur hand plz dont ask creat much gap leg,,,
ham,okay go sleep later,,,
ham,pleas protect e threat sib never ask sensit inform like password atm sm pin thru email never share password anybodi,,,
ham,final happen aftr decad beer cheaper petrol gover expect us drink drive,,,
spam,å NUMBER xma reward wait comput randomli pick loyal mobil custom receiv å NUMBER reward call NUMBER,,,
ham,r e meet tmr,,,
ham,lol ye add spice day,,,
ham,hope great day,,,
ham,prasanth ettan mother pass away last night pray famili,,,
ham,k work someth,,,
spam,privat NUMBER account statement show NUMBER un redeem point call NUMBER identifi code NUMBER expir NUMBER NUMBER NUMBER,,,
ham,messag great doctor india NUMBER drink appi fizz contain cancer caus age,,,
ham,cant pick phone right pl send messag,,,
ham,call tell infront call,,,
ham,ok prob,,,
ham,ladi first genu second k,,,
ham,ye pleas swim,,,
ham,mum go robinson alreadi,,,
ham,ok set let u noe e detail later,,,
ham,tel softwar name,,,
ham,send print out da,,,
ham,im reali soz imat mum 2nite 2moro,,,
ham,born god said oh anoth idiot born, GOD said," \""OH No! COMPETITION\"". Who knew"," one day these two will become FREINDS FOREVER!"""
ham,didnt get ur full msg sometext miss send,,,
ham,probabl almost ga get cash tomorrow,,,
spam,custom servic announc recent tri make deliveri unabl pleas call NUMBER schedul ref NUMBER,,,
ham,forgot NUMBER ask ì_ smth card da present lei ìï want NUMBER write smth sign,,,
ham,leav hous,,,
spam,hi babe chloe r u smash saturday night great weekend u miss sp visionsm com text stop stop 150p text,,,
ham,ìï readi call,,,
ham,wewa NUMBER iriv NUMBER NUMBER mb,,,
ham,good thing get connect bw,,,
ham,sri da jst nw came home,,,
ham,cool night lemm know around,,,
ham,stay town,,,
ham,haha yeah NUMBER oz kind shitload,,,
ham,ok u take shop u get paid,,,
ham,life mean lot love life love peopl life world call friend call world ge,,,
ham,alright bring see like lt gt min,,,
ham,pl dont play other life,,,
ham,eatin lunch,,,
ham,hmmm give one day,,,
ham,tri g decid head,,,
ham,ok prob,,,
ham,surli ill give come review,,,
ham,march end readi call sure problem capit never complet far work ladi,,,
ham,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,,,
ham,pl give food prefer pap slowli load sugar take hour give water slowli,,,
spam,urgent mobil NUMBER award å NUMBER NUMBER bonu caller prize NUMBER NUMBER NUMBER 2nd attempt contact call NUMBER NUMBER NUMBER box95qu,,,
ham,guy get use dumb realiz,,,
ham,okey dokey û bit sort stuff,,,
ham,da what plan,,,
ham,ye fine,,,
spam,win winner mr foley ipod excit prize soon keep eye ur mobil visit url win NUMBER co uk,,,
ham,like new mobil,,,
ham,anytim,,,
ham,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand,,,
ham,yar say got error,,,
ham,hey anyway,,,
ham,wow healthi old airport rd lor cant thk anyth els b bath dog later,,,
ham,wif famili book tour packag,,,
ham,say bold torch later one torch 2bold,,,
ham,haha awesom might need take doin tonight,,,
ham,ya knw u vl giv ok thank kano anyway enjoy wit ur famili wit 1st salari,,,
ham,huh slow tot u reach long ago liao u NUMBER day NUMBER leh,,,
ham,that cool princess cover face hot sticki cum,,,
ham,big brother û realli scrape barrel shower social misfit,,,
ham,oop thk dun haf enuff go check tell ì_,,,
ham,NUMBER min go lunch,,,
ham,hey happen u switch ur cell whole day isnt good u care give call tomorrow,,,
ham,k addi amp art get home,,,
ham,uncl atlanta wish guy great semest,,,
ham,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor,,,
ham,forgot tell ì_ smth ì_ like number section clearer,,,
ham,yup anyth lor u dun wan ok,,,
ham,home love still awak love kiss,,,
ham,hello peach cake tast lush,,,
spam,free game get rayman golf NUMBER free o2 game arcad 1st get ur game set repli post save activ8 press NUMBER key arcad termsappli,,,
ham,minor shindig place later tonight interest,,,
ham,jason say cool pick place like hour,,,
spam,mobil NUMBER mth updat latest camera video phone free keep ur number get extra free min text text ye call,,,
ham,career tel ad u contact indyarock com send free sm remov phonebook sm lt gt,,,
ham,reach alreadi,,,
ham,dont know ask brother noth problem thing told,,,
ham,k eng rock ash,,,
ham,wat time r ì_ go xin hostel,,,
ham,good morn dear shijutta great amp success day,,,
spam,buy space invad NUMBER chanc NUMBER win orig arcad game consol press NUMBER game arcad std wap charg see o2 co uk game NUMBER term set purchas,,,
ham,oh k placement ah,,,
ham,possess especi first offens,,,
ham,nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem,,,
ham,bought test yesterday someth let know exact day u ovul get 2u NUMBER 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell,,,
ham,pizza u want,,,
ham,keep see weird shit bein woah realis actual reason oh,,,
ham,mani happi return day wish happi birthday,,,
ham,ya nice readi thursday,,,
ham,hospit da return home even,,,
ham,think u x,,,
spam,camera award sipix digit camera call NUMBER fromm landlin deliveri within NUMBER day,,,
ham,orh tot u say still dun believ,,,
ham,put sign choos number pin show right,,,
ham,beauti life next second hide thousand secret wish everi second wonder ur life gud n8,,,
ham,thanx u darlin im cool thanx bday drink NUMBER nite 2morrow take care c u soon xxx,,,
ham,still mayb leav credit card get ga get back like told,,,
spam,weekli cool mob tone readi download week new tone includ NUMBER crazi frog axel f NUMBER akon lone NUMBER black eye dont p info n,,,
ham,well boy glad g wast night applebe noth,,,
spam,cashbin co uk get lot cash weekend url cashbin co uk dear welcom weekend got biggest best ever cash give away,,,
ham,ok lor u wan go look NUMBER u,,,
ham,u wan NUMBER haf lunch da canteen,,,
ham,make life stressful alway find time laugh may add year life sure add life ur year gud ni8 swt dream,,,
ham,hey look like wrong one kappa guy number still phone want text see around,,,
spam,urgent mobil number award å NUMBER prize guarante call NUMBER land line claim NUMBER valid 12hr 150ppm,,,
spam,thank NUMBER continu support question week enter u in2 draw NUMBER å NUMBER cash name new us presid txt an NUMBER,,,
ham,home doc gave pain med say everyth fine,,,
ham,ì dollar140 ard ìä rest ard dollar180 least ì price NUMBER ì NUMBER bedrm dollar900,,,
ham,love night xxx,,,
ham,prepar pleasur,,,
ham,hi technic support provid assist us custom call email,,,
ham,text way cup stop work bu,,,
ham,when radio show,,,
spam,uniqu user id NUMBER remov send stop NUMBER custom servic NUMBER,,,
ham,sure still avail though,,,
ham,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel,,,
ham,cheer lou yeah goodnit shame u neva came c ya gailxx,,,
ham,hi got money da,,,
ham,hi mobil lt gt ad contact list url fullonsm com great place send free sm peopl visit fullonsm com,,,
ham,ok u tell wat time u come later lor,,,
ham,u repeat e instruct wat e road name ur hous,,,
ham,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,,,
ham,quit lor dun tell wait get complac,,,
ham,sorri complet forgot pop em round week still,,,
ham,u r beauti girl ive ever seen u r babi come c common room,,,
ham,cant see join deni mina deni want alon time,,,
ham,sen told go join uncl financ cbe,,,
ham,yup hey one day fri ask miwa jiayin take leav go karaok,,,
ham,call senthil hsbc,,,
ham,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston,,,
ham,inde way either,,,
spam,urgent call 09066649731from landlin complimentari NUMBER ibiza holiday å NUMBER NUMBER cash await collect sae cs po box NUMBER sk3 8wp 150ppm NUMBER,,,
ham,holi live christ take long,,,
ham,ìï thk wat eat tonight,,,
ham,thanx yup come back sun finish dinner go back NUMBER hotel time fli tog NUMBER exactli mth today hope haf mani mth come,,,
ham,opposit side drop,,,
ham,yup izzit still rain heavili co e mrt c outsid,,,
ham,send resum,,,
ham,gd luck NUMBER ur exam,,,
ham,u ask next sat make ok lor,,,
ham,sorri uncl keep touch,,,
ham,saw guy doll last night patrick swayz great,,,
spam,urgent 2nd attempt contact u å NUMBER prize yesterday still await collect claim call NUMBER,,,
spam,santa call would littl one like call santa xma eve call NUMBER book time calls1 50ppm last 3min NUMBER c url santacal com,,,
ham,come home want u miser,,,
ham,dont know get messag,,,
ham,cool tyler take gonna buy drop place later tonight total order quarter got enough,,,
ham,guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire,,,
ham,revers cheat mathemat,,,
ham,plan manag,,,
ham,er hello thing û quit go plan ûò limp slowli home follow aa exhaust hang,,,
ham,sorri delay ye master,,,
ham,call u finish come n pick u,,,
spam,privat NUMBER account statement NUMBER NUMBER show NUMBER unredeem bonu point claim call NUMBER identifi code NUMBER expir NUMBER NUMBER NUMBER,,,
ham,oga left phone home saw ur messag hope good great weekend,,,
ham,worri though understand import put place poorli thought punish face worst thing ever happen brb gonna go kill,,,
ham,honey pl find much sell predict nigeria mani time use import repli monday,,,
ham,e admin build might b slightli earlier call u reach,,,
ham,fyi usf swing room whenev,,,
ham,call lt gt min that ok,,,
ham,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,,,
ham,ìï home work meh,,,
ham,anyth valuabl NUMBER situat first get second loos,,,
ham,mark take forev pick prescript pain come back,,,
ham,ur paper,,,
ham,got smaller capac one quit ex,,,
spam,check choos babe video emailadress sm shsex netun fgkslpopw fgkslpo,,,
ham,im good think,,,
spam,u r winner u ave special select NUMBER receiv å NUMBER cash NUMBER holiday flight inc speak live oper NUMBER claim 0871277810710p min NUMBER,,,
ham,,,,
ham,thought bout drink tap spile seven pub ga st broad st canal ok,,,
ham,go sleep tire travel,,,
ham,haha thinkin,,,
ham,yup give problem mayb ju leav,,,
ham,lol tri make day littl interest,,,
ham,long get repli defer admiss til next semest,,,
ham,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day,,,
ham,po de need job aha,,,
ham,rat hey u ever vote next theme,,,
spam,new mobil NUMBER must go txt nokia NUMBER collect today å NUMBER url NUMBER tc biz 2optout NUMBER 50gbp mtmsg18 txtauction,,,
ham,hope pee burn tonit,,,
ham,oh rite well im best mate pete went NUMBER week 2geva longer week,,,
ham,yay wait parti togeth,,,
ham,photoshop make comput shut,,,
ham,boy made fun today ok problem sent one messag fun,,,
ham,one issu california okay snow manag,,,
spam,privat NUMBER account statement show NUMBER un redeem point call NUMBER identifi code NUMBER expir NUMBER NUMBER NUMBER,,,
ham,hmmm mayb tri e shoppin area one forgot e name hotel,,,
ham,awesom gonna soon later tonight,,,
ham,need detail onlin job,,,
spam,valu vodafon custom comput pick win å NUMBER prize collect easi call NUMBER,,,
ham,miss pray inshah allah,,,
ham,pl help tell ashley cant find number oh,,,
ham,escap theatr go watch kavalan minut,,,
ham,increas chanc win,,,
ham,either way work lt gt year old hope doesnt bother,,,
ham,mayb find someth els instead,,,
ham,gain right wife dont demand tri husband let see,,,
ham,like new hous,,,
ham,fine hope also,,,
ham,also north carolina texa atm would go gre site pay test result sent,,,
ham,u,,,
ham,ye babi need stretch open pussi,,,
ham,thank bomb date phone want say,,,
ham,ok,,,
ham,hey guy know breath neck get bud anyway abl get half track usf tonight,,,
ham,respons one power weapon NUMBER occupi place other heart," always give response 2 who cares 4 U\""... Gud night..swt dreams..take care""",,
ham,nokia phone lovli,,,
spam,free messag thank use auction subscript servic NUMBER 150p msgrcvd NUMBER skip auction txt NUMBER unsubscrib txt stop customercar NUMBER,,,
spam,bore housew chat n date NUMBER NUMBER NUMBER bt nation rate 10p min landlin,,,
ham,sorri da today wont come play drive cla,,,
ham,realli sorri lit hair fire,,,
ham,oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent went trip oh babe go celebr rent,,,
ham,okey dokey swashbuckl stuff oh,,,
ham,watch cartoon listen music amp eve go templ amp church u,,,
ham,NUMBER tension face NUMBER smile face NUMBER wast face NUMBER innoc face NUMBER terror face NUMBER cruel face NUMBER romant face NUMBER lovabl face NUMBER decent face lt gt joker face,,,
ham,dip cell dead come u better respond els shall come back,,,
ham,well know mean text,,,
ham,hi di yiju would happi work wif ì_ gek1510,,,
ham,lol oop sorri fun,,,
ham,wat happen cruis thing,,,
ham,know dat feelin pete wuld get em nuther place nuther time mayb,,,
spam,lyricalladi NUMBER f invit friend repli ye NUMBER NUMBER see url sm ac u hmmross stop send stop frnd NUMBER,,,
ham,world happiest frnd never charact dey best understand differ,,,
spam,NUMBER polyphon tone NUMBER ur mob everi week txt pt2 NUMBER 1st tone free get txtin tell ur friend 150p tone NUMBER repli hl 4info,,,
ham,yeah open chat click friend list make list easi pie,,,
ham,alright tyler got minor crisi home sooner thought asap,,,
ham,pick,,,
ham,usual u call ard NUMBER smth,,,
ham,new theori argument win situat lose person dont argu ur friend kick amp say alway correct,,,
ham,mani thing antibiot use chest abdomen gyna infect even bone infect,,,
ham,poor girl go one day lmao,,,
ham,6time,,,
spam,today vodafon number end NUMBER select receiv å NUMBER award number match call NUMBER receiv å NUMBER award,,,
ham,pl make note expos also find school anyon els vomit dog cat hous let know later,,,
ham,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,,,
ham,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath,,,
ham,wors use half way stop better complet,,,
ham,miser tell u side effect birth control massiv gut wrench cramp first NUMBER month sleep last night,,,
ham,send new number,,,
ham,convey regard,,,
spam,want latest video handset NUMBER anytim network min half price line rental repli call NUMBER deliveri tomorrow,,,
ham,NUMBER half year miss friendship,,,
ham,cant pick phone right pl send messag,,,
ham,oh fuck sake like tallahasse,,,
ham,haha first person gonna ask,,,
spam,ou guarante latest nokia phone 40gb ipod mp3 player å NUMBER prize txt word collect NUMBER ibhltd ldnw15h 150p mtmsgrcvd18,,,
ham,taka lor wat time u wan NUMBER come n look NUMBER us,,,
spam,free polyphon rington text super NUMBER get free poli tone week NUMBER sn pobox202 nr31 7z subscript 450pw,,,
ham,reach anoth NUMBER stop,,,
ham,mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore time clean fold laundri etc least make bed,,,
spam,warner villag NUMBER c colin farrel swat wkend emailadresswarn villag get NUMBER free med popcorn show msg ticketemailadresskiosk valid NUMBER NUMBER NUMBER c c emailadresskiosk repli soni NUMBER mre film offer,,,
ham,come onlin today night,,,
ham,anyth special,,,
ham,solihul want anyth,,,
ham,good day,,,
ham,regret inform u nh made mistak u never actual born pleas report NUMBER yor local hospit 2b termin r sorri NUMBER inconveni,,,
ham,love holiday monday feel even go dentist hour,,,
ham,way tirupur,,,
spam,goal arsen NUMBER henri NUMBER v liverpool NUMBER henri score simpl shot NUMBER yard pass bergkamp give arsen NUMBER goal margin NUMBER min,,,
ham,alreadi got flaki parent snot suppos child job support parent ride age anyway suppos support hurt unintent hurt nonetheless,,,
ham,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,,,
ham,drop em omw back,,,
spam,2nd time tri NUMBER contact u u NUMBER pound prize NUMBER claim easi call NUMBER 10p per min bt nation rate,,,
ham,sit mu wait everyon get suit take shower,,,
ham,call see facebook huh,,,
ham,g say never answer text confirm deni,,,
ham,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng,,,
ham,hi dear call urgnt know what problem want work problem least tell wate repli,,,
ham,oh yah never cancel leh haha,,,
ham,go NUMBER e normal pilat intro,,,
ham,ok let u noe leav hous,,,
ham,oh ye like tortur watch england,,,
ham,wanna art,,,
ham,hope û piss rememb gone sister someth,,,
spam,got take NUMBER take part wrc ralli oz u lucozad energi text ralli le NUMBER 25p see pack lucozad co uk wrc itcould u,,,
spam,hi sexychat girl wait text text great night chat send stop stop servic,,,
ham,good morn boytoy yummi lip sexi bun think crave need,,,
ham,match start india lt gt NUMBER,,,
ham,free call sir,,,
ham,hey want anyth buy,,,
ham,hey babe go ever figur go new year,,,
ham,k k congratul,,,
ham,g want know fuck,,,
ham,cancel yeah babi well sound import understand darlin give ring later fone love kate x,,,
ham,tomarrow want got court lt decim gt come bu stand NUMBER,,,
ham,ìï go home liao ask dad pick NUMBER,,,
ham,omg make wed chapel frontiervil get good stuff,,,
ham,eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,,,
ham,check mail mail varma kept copi regard membership take care insha allah,,,
ham,wrong phone phone answer one assum peopl well,,,
ham,anyway think secur anyth lemm know want drive south chill,,,
ham,alreadi back home probabl,,,
spam,great news call freefon NUMBER claim guarante å NUMBER cash å NUMBER gift speak live oper,,,
spam,hi ami send free phone number coupl day give access adult parti,,,
ham,bu way calicut,,,
ham,hi probabl much fun get messag thought id txt u co im bore jame fart night,,,
ham,hi babi im sat bloodi bu mo wont home NUMBER NUMBER wanna somethin later call later ortxt back jess xx,,,
spam,welcom select o2 servic ad benefit call special train advisor free mobil diall NUMBER,,,
ham,lost NUMBER pound sinc doc visit last week woot woot gonna celebr stuf face,,,
ham,u come back NUMBER dinner rite dad ask confirm wif u,,,
ham,master buy bb co sale bf,,,
ham,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im,,,
ham,vivek got call number,,,
ham,u call lunch,,,
ham,mean left earli check co work NUMBER NUMBER,,,
ham,want lt gt rs da,,,
ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,,,
ham,yup ok,,,
ham,want see pretti pussi,,,
spam,dear voucher holder next meal us use follow link pc NUMBER enjoy NUMBER NUMBER NUMBER dine experiencehttp url vouch4m com etlp dine asp,,,
ham,peopl game mall iouri kaila,,,
spam,urgent tri contact u today draw show å NUMBER prize guarante call NUMBER land line claim NUMBER valid 12hr,,,
spam,donat å NUMBER NUMBER unicef asian tsunami disast support fund text donat NUMBER å NUMBER NUMBER ad next bill,,,
ham,futur plan tomorrow result today best present enjoy futur,,,
ham,cme want go ho 2morow wil cme got dear didnt say time,,,
ham,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson,,,
ham,hey come onlin use msn,,,
ham,fine hope good take care,,,
ham,oop shower u call hey park garag collaps univers hospit see crazi stuff like happen,,,
ham,aiyo u poor thing u dun wan NUMBER eat u bath alreadi,,,
ham,yar tot u knew di would happen long ago alreadi,,,
ham,gorgeou keep pix cum thank,,,
ham,boy late NUMBER home father power frndship,,,
ham,jade paul didnåõt u txt u rememb barm want NUMBER talk NUMBER u txt,,,
ham,spend new year brother famili let plan meet next week readi spoil,,,
ham,u today,,,
ham,said okay sorri,,,
ham,slept thinkthi time lt gt pm danger,,,
ham,network job,,,
spam,goldvik NUMBER invit friend repli ye NUMBER NUMBER see url sm ac u goldvik stop send stop frnd NUMBER,,,
ham,dont let studi stress l8r,,,
ham,u haf NUMBER keep busi,,,
ham,rush work school rush go hungri,,,
ham,channel,,,
ham,tell coulda real valentin u never pick noth,,,
spam,phoni å NUMBER award today voda number end xxxx select receiv å NUMBER award match pleas call NUMBER quot claim code NUMBER standard rate app,,,
ham,made eta taunton NUMBER NUMBER plan hope û still okday good see xx,,,
ham,hungri buy smth home,,,
ham,hey kate," HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\""""",,
ham,drive read need write,,,
ham,look addi goe back monday suck,,,
ham,happi new year hope good semest,,,
ham,esplanad lor els,,,
ham,talk,,,
ham,hmph go head big baller,,,
ham,well like actual call someon punto woulda wors,,,
ham,nope sinc ayo travel forgotten guy,,,
ham,still around look pick later,,,
spam,cd 4u congratul ur award å NUMBER cd gift voucher å NUMBER gift guarante freeentri NUMBER å NUMBER wkli draw xt music NUMBER tnc url ldew com1win150ppmx3age16,,,
ham,someon year lt gt toyota camri like mr olayiwola mileag lt gt k clean need know much sell rais dough soon land sell holla back,,,
ham,guess pub im im happi pig clover whatev say,,,
ham,ill b soon,,,
ham,oh k come tomorrow,,,
ham,go fool dont cheat other ok,,,
ham,mobil number pl sm ur mail id convey regard achan amma rakhesh qatar,,,
ham,way rencontr meet mountain dont,,,
spam,guarante å NUMBER cash å NUMBER prize claim yr prize call custom servic repres NUMBER 10am 7pm cost 10p,,,
ham,u attend ur drive lesson mani time wk n day,,,
ham,uncl g check reward month,,,
ham,hello boytoy geeee miss today like send tm remind think love love kiss,,,
ham,think two still need get cash def readi NUMBER,,,
ham,hey gal u wanna meet NUMBER dinner nìâte,,,
spam,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat NUMBER 150p msgrcvdhg suite342 2land row w1j6hl ldn 18yr,,,
ham,babe talk think good boy miss love,,,
ham,great offic today,,,
ham,cool last littl get time soon,,,
ham,sad puppi nois,,,
ham,ye possibl dint tri pl dont tell one k,,,
ham,anyway holla whenev around need excus go creep peopl sarasota,,,
ham,happen,,,
ham,gonna ask lol think NUMBER,,,
spam,ur cash balanc current NUMBER pound maxim ur cash send go NUMBER 150p meg cc NUMBER hg suite342 2land row w1j6hl,,,
spam,privat NUMBER account statement show NUMBER un redeem point call NUMBER identifi code 4xx26 expir NUMBER NUMBER NUMBER,,,
ham,go chase run cross street,,,
spam,like tell deepest darkest fantasi call NUMBER 60p min stop text call NUMBER nat rate,,,
ham,come friday leav pongal get news work place,,,
ham,hey inconveni si huh,,,
ham,ok vl u know got adsens approv,,,
ham,realli good see day dudett miss,,,
ham,want go perumbavoor,,,
ham,mani time told stage use laugh listen aha,,,
spam,believ true incred txt repli g learn truli amaz thing blow mind o2fwd 18p txt,,,
ham,hear,,,
ham,thank talk saturday dear cherish brother role model,,,
ham,pl clarifi back open return ticket prepon go back kerala,,,
spam,natali NUMBER f invit friend repli ye NUMBER NUMBER see url sm ac u natalie2k9 stop send stop frnd NUMBER,,,
ham,ran younger man make pretti babi togeth,,,
spam,jamster get free wallpap text heart NUMBER c appli NUMBER need help call NUMBER,,,
ham,ic lol play NUMBER door sometim yo,,,
ham,dunno dad said come home NUMBER bring us NUMBER lunch yup go w u lor call u reach school lor,,,
ham,sent jd custom servic cum account execut ur mail id detail contact us,,,
ham,desir u go doctor NUMBER liver get bit stylish get ur hair manag that,,,
ham,hmmm still dont open,,,
ham,yeah basic time next week get away mom amp get NUMBER,,,
ham,edison rightli said fool ask question wise man answer know us speechless viva gm,GN,GE,"GNT:-)"""
ham,vote wherev heart guid,,,
ham,si lor juz watch italian job,,,
ham,tick tick tick could die loneli know pout stomp feet need,,,
ham,lmao know well,,,
spam,doubl min doubl txt NUMBER NUMBER price linerent latest orang bluetooth mobil call mobileupd8 latest offer NUMBER call2optout lf56,,,
ham,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way,,,
ham,goodnight da thangam realli miss u dear,,,
ham,hey next sun NUMBER basic yoga cours bugi go pilat intro next sat tell time r free,,,
ham,geeeee internet realli bad today eh,,,
spam,free video camera phone half price line rental NUMBER mth NUMBER cross ntwk min NUMBER txt call mobileupd8 NUMBER call2optout NUMBER,,,
ham,think disturb da,,,
ham,sorri call later meet sir,,,
ham,havent stuck orchard dad car go NUMBER dinner u leh r free tonight,,,
ham,ok also wan NUMBER watch e NUMBER pm show,,,
ham,dunno lei like dun haf,,,
ham,brother transfer lt gt lt gt pa,,,
ham,call later afternoon onword mtnl servic get problem south mumbai hear cann listen,,,
spam,NUMBER NUMBER å NUMBER uk break accommodationvouch term condit appli NUMBER claim mustprovid claim number NUMBER,,,
ham,talk g x,,,
ham,hai dear friend new amp present number rajitha raj ranju,,,
spam,5p NUMBER alfi moon children need song ur mob tell ur m8 txt tone chariti NUMBER nokia poli chariti poli zed NUMBER profit NUMBER chariti,,,
ham,differ style,,,
spam,win å NUMBER shop spree everi week start NUMBER play text store NUMBER skilgm tscs08714740323 1winawk age16 å NUMBER 50perweeksub,,,
ham,gud ni8 dear slp well take care swt dream muah,,,
ham,want sent lt gt mesag today that sorri hurt,,,
spam,2nd attempt contract u week top prize either å NUMBER cash å NUMBER prize call NUMBER,,,
ham,well glad find total disagre lol,,,
ham,guy flash go call call madam take care oh,,,
spam,want new nokia 3510i colour phone deliveredtomorrow NUMBER free minut mobil NUMBER free text free camcord repli call NUMBER,,,
ham,mark work tomorrow get NUMBER work hous meet u afterward,,,
ham,keep ur problem ur heart," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
ham,yeah give call got minut,,,
ham,hi babe uawak feellikw shit justfound via alett thatmum gotmarri 4thnov behind ourback åð fuckinnic selfish,DEVIOUSBITCH.ANYWAY,"IåÕL CALL U\""""",
